experiment_name,audio_condition,noise_type,preprocessing,wav2lip_used,av_offset,min_dist,confidence,observation
denoised_background_people,denoised,background_people_noise,DeepFilterNet3,True,0.16,0.44,0.79,Improved alignment after denoising
